Car_Type,Car_Year,Fuel_Type,Transmission,Price
Volkswagen Cross Polo,2007 -,Petrol -,Automatic,"KSh650,000"
Toyota Succeed,2009 -,Petrol -,Automatic,"KSh650,000"
Toyota Probox,2009 -,Petrol -,Automatic,"KSh650,000"
Mazda Demio 1.3,2010 -,Petrol -,Automatic,"KSh650,000"
Mazda Demio 1.3,2010 -,Petrol -,Automatic,"KSh650,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh650,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh650,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh650,000"
Honda CR-V,2004 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh660,000"
Nissan Cube,2011 -,Petrol -,Automatic,"KSh660,000"
Nissan Bluebird,2008 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh665,000"
Toyota Axio,2008 -,Petrol -,Automatic,"KSh670,000"
Honda Airwave,2009 -,Petrol -,Automatic,"KSh670,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh670,000"
Peugeot 207,2009 -,Petrol -,Automatic,"KSh675,000"
Toyota Townace,2002 -,Petrol -,Automatic,"KSh680,000"
Toyota ISIS,2008 -,Petrol -,Automatic,"KSh680,000"
Honda Fit Automatic,2009 -,Petrol -,Automatic,"KSh680,000"
Toyota Passo,2010 -,Petrol -,Automatic,"KSh680,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh680,000"
Nissan Note 1.5 dCi,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh680,000"
Toyota Belta,2009 -,Petrol -,Automatic,"KSh685,000"
Suzuki Escudo,2005 -,Petrol -,Automatic,"KSh690,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh690,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh690,000"
Toyota Estima,2006 -,Petrol -,Automatic,"KSh690,000"
Volkswagen Golf 2.0 S,2006 -,Petrol -,Automatic,"KSh690,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh690,000"
Toyota Harrier,2001 -,Petrol -,Automatic,"KSh695,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh695,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh695,000"
Mercedes-Benz E230,1997 -,Petrol -,Automatic,"KSh695,000"
Toyota Passo,2013 -,Petrol -,Automatic,"KSh699,000"
Toyota Land Cruiser,2010 -,Diesel -,Automatic,"KSh7,000,000"
Toyota Land Cruiser Prado,2015 -,Diesel -,Automatic,"KSh7,300,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,500,000"
Toyota Land Cruiser,2009 -,Diesel -,Automatic,"KSh7,500,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,500,000"
Toyota Land Cruiser Prado,2015 -,Diesel -,Automatic,"KSh7,650,000"
Toyota Land Cruiser,2010 -,Diesel -,Automatic,"KSh7,690,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,700,000"
Mercedes-Benz E250,2015 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,800,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,950,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,950,000"
Toyota Land Cruiser,2012 -,Petrol -,Automatic,"KSh7,950,000"
Nissan Navara,2004 -,Diesel -,Manual,"KSh700,000"
Toyota Hilux 2.5 D-4D,2018 -,Diesel -,Manual,"KSh700,000"
Toyota Premio,2004 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh700,000"
Suzuki Swift,2011 -,Petrol -,Automatic,"KSh700,000"
Suzuki Swift,2011 -,Petrol -,Automatic,"KSh700,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh710,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh710,000"
Toyota Mark II 2.0,2003 -,Petrol -,Automatic,"KSh720,000"
Nissan X-Trail,2006 -,Petrol -,Automatic,"KSh720,000"
Nissan X-Trail,2006 -,Petrol -,Automatic,"KSh720,000"
Toyota Allion 1.8,2007 -,Petrol -,Automatic,"KSh720,000"
Nissan Tiida 1.5 dCi,2010 -,Petrol -,Automatic,"KSh720,000"
Nissan Tiida,2010 -,Petrol -,Automatic,"KSh720,000"
Mazda Demio,2010 -,Petrol -,Automatic,"KSh720,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh720,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh720,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh720,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh720,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh720,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh720,000"
Toyota bB,2011 -,Petrol -,Automatic,"KSh720,000"
Toyota Surf,1997 -,Petrol -,Automatic,"KSh725,000"
Nissan Note 1.5 DCi 70,2011 -,Petrol -,Automatic,"KSh725,000"
Toyota Allion A20,2004 -,Petrol -,Automatic,"KSh730,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh730,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh730,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh730,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh730,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh730,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh730,000"
Nissan Tiida,2011 -,Petrol -,Automatic,"KSh730,000"
Mitsubishi Lancer,2011 -,Petrol -,Automatic,"KSh730,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh730,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh740,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh740,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh740,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh740,000"
Toyota Sienta,2008 -,Petrol -,Automatic,"KSh745,000"
Honda Insight Hybrid,2010 -,Hybrid -,Automatic,"KSh750,000"
Toyota Mark X Rio,2008 -,Petrol -,Automatic,"KSh750,000"
Toyota Wish,2008 -,Petrol -,Automatic,"KSh750,000"
Subaru Dex,2010 -,Petrol -,Automatic,"KSh750,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh750,000"
Honda Fit,2011 -,Petrol -,Automatic,"KSh750,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh750,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh750,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh750,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Tiida,2011 -,Petrol -,Automatic,"KSh750,000"
Honda Fit Automatic,2011 -,Petrol -,Automatic,"KSh750,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh750,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh750,000"
Nissan X-Trail 2.0,2019 -,Petrol -,Automatic,"KSh750,000"
Toyota Allion,2007 -,Petrol -,Automatic,"KSh750,000"
Toyota Vitz,2010 -,Petrol -,Automatic,"KSh750,000"
Mazda Demio 1.5 Automatic,2011 -,Petrol -,Automatic,"KSh750,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh750,000"
Toyota Vitz 1.0 F,2011 -,Petrol -,Automatic,"KSh750,000"
Toyota Vitz 1.0 F,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh750,000"
Nissan Note 1.4 16v,2012 -,Petrol -,Automatic,"KSh750,000"
Nissan Note 1.4 16v,2012 -,Petrol -,Automatic,"KSh750,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh750,000"
Nissan Lafesta,2011 -,Petrol -,Automatic,"KSh760,000"
Toyota Succeed,2012 -,Petrol -,Automatic,"KSh760,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh770,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh770,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh770,000"
Nissan Wingroad,2011 -,Petrol -,Automatic,"KSh770,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh770,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh770,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh770,000"
Peugeot 207,2010 -,Petrol -,Automatic,"KSh775,000"
Nissan X-Trail 2.0,2004 -,Petrol -,Automatic,"KSh780,000"
Toyota Fielder,2005 -,Petrol -,Automatic,"KSh780,000"
Toyota Auris 1.3 3,2007 -,Petrol -,Automatic,"KSh780,000"
Nissan Bluebird,2008 -,Petrol -,Automatic,"KSh780,000"
Toyota Axio,2008 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2010 -,Petrol -,Automatic,"KSh780,000"
Honda Fit 1.5 Aria,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh780,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh780,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh780,000"
Toyota Vitz 1.0 F,2012 -,Petrol -,Automatic,"KSh780,000"
Mercedes-Benz C180,2002 -,Petrol -,Automatic,"KSh780,000"
Toyota Belta,2010 -,Petrol -,Automatic,"KSh780,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh780,000"
Toyota Premio,2006 -,Petrol -,Automatic,"KSh785,000"
Mercedes-Benz B-Class,2006 -,Petrol -,Automatic,"KSh790,000"
Toyota Ractis,2010 -,Petrol -,Automatic,"KSh790,000"
Honda Fit Automatic,2011 -,Petrol -,Automatic,"KSh790,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh790,000"
Nissan Hardbody,2004 -,Petrol -,Manual,"KSh795,000"
Toyota Mark X,2007 -,Petrol -,Automatic,"KSh795,000"
Ford Mustang Ecoboost,2016 -,Petrol -,Automatic,"KSh8,000,000"
Toyota Land Cruiser,2011 -,Diesel -,Automatic,"KSh8,200,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh8,200,000"
Toyota Land Cruiser 200 VX 4.5,2011 -,Diesel -,Automatic,"KSh8,300,000"
Land Rover Defender 110,2014 -,Diesel -,Automatic,"KSh8,500,000"
Toyota Land Cruiser,2010 -,Petrol -,Automatic,"KSh8,500,000"
Toyota Land Cruiser,2012 -,Petrol -,Automatic,"KSh8,500,000"
Lexus RX 200 T,2016 -,Petrol -,Automatic,"KSh8,500,000"
Toyota Land Cruiser Prado,2017 -,Petrol -,Automatic,"KSh8,500,000"
Toyota Land Cruiser Prado,2015 -,Petrol -,Automatic,"KSh8,500,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh800,000"
Nissan Navara,2006 -,Petrol -,Automatic,"KSh800,000"
Toyota Crown Royal 2.5,2006 -,Petrol -,Automatic,"KSh800,000"
Toyota Fielder,2008 -,Petrol -,Automatic,"KSh800,000"
Nissan Tiida Hatchback,2010 -,Petrol -,Automatic,"KSh800,000"
Nissan Tiida,2010 -,Petrol -,Automatic,"KSh800,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh800,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh800,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh800,000"
Toyota Vitz 1.0 F,2011 -,Petrol -,Automatic,"KSh800,000"
Nissan Tiida,2011 -,Petrol -,Automatic,"KSh800,000"
Nissan Note 1.4,2011 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh800,000"
Nissan Wingroad,2011 -,Petrol -,Automatic,"KSh800,000"
Nissan X-Trail 2.0,2006 -,Petrol -,Automatic,"KSh820,000"
Toyota Belta,2009 -,Petrol -,Automatic,"KSh820,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh820,000"
Toyota Probox,2012 -,Petrol -,Automatic,"KSh820,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh830,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh830,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh830,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh830,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh830,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh830,000"
Nissan Tiida,2011 -,Petrol -,Automatic,"KSh830,000"
Toyota Succeed,2012 -,Petrol -,Automatic,"KSh830,000"
Toyota Ractis,2012 -,Petrol -,Automatic,"KSh830,000"
Toyota Vitz,2012 -,Petrol -,Automatic,"KSh830,000"
Nissan Note 1.4,2013 -,Petrol -,Automatic,"KSh830,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh830,000"
Honda Fit,2011 -,Petrol -,Automatic,"KSh835,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh835,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh835,000"
Nissan Wingroad,2011 -,Petrol -,Automatic,"KSh835,000"
BMW 525i,2003 -,Petrol -,Automatic,"KSh840,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh845,000"
Honda Fit,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Freed,2010 -,Petrol -,Automatic,"KSh850,000"
Mazda Premacy,2010 -,Petrol -,Automatic,"KSh850,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh850,000"
Toyota Succeed,2010 -,Petrol -,Automatic,"KSh850,000"
Toyota Ractis,2010 -,Petrol -,Automatic,"KSh850,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Belta,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh850,000"
Nissan Tiida,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Fit,2011 -,Petrol -,Automatic,"KSh850,000"
Nissan Lafesta,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Fit,2011 -,Petrol -,Automatic,"KSh850,000"
Daihatsu Mira,2015 -,Petrol -,Automatic,"KSh850,000"
Honda Stream 1.7i LS,2010 -,Petrol -,Automatic,"KSh850,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Fit 1.5 Aria,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Fit W,2011 -,Petrol -,Automatic,"KSh850,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh850,000"
Honda Fit Automatic,2011 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh850,000"
Toyota Probox,2013 -,Petrol -,Automatic,"KSh850,000"
Toyota Succeed,2013 -,Petrol -,Automatic,"KSh850,000"
Mercedes-Benz C180,2006 -,Petrol -,Automatic,"KSh860,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh860,000"
Nissan Tiida Hatchback,2011 -,Petrol -,Automatic,"KSh860,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh860,000"
Nissan Tiida 1.5 dCi,2011 -,Petrol -,Automatic,"KSh860,000"
Honda Fit,2011 -,Hybrid -,Automatic,"KSh870,000"
Subaru Outback 2.5,2005 -,Petrol -,Automatic,"KSh870,000"
Nissan Wingroad,2010 -,Petrol -,Automatic,"KSh870,000"
Honda Insight 1.3,2010 -,Petrol -,Automatic,"KSh870,000"
Nissan Wingroad,2010 -,Petrol -,Automatic,"KSh870,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh870,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh870,000"
Nissan Wingroad,2012 -,Petrol -,Automatic,"KSh870,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh875,000"
Subaru Impreza 2.0 Wagon,2009 -,Petrol -,Automatic,"KSh880,000"
Mazda verisa,2011 -,Petrol -,Automatic,"KSh880,000"
Nissan Lafesta,2011 -,Petrol -,Automatic,"KSh880,000"
Nissan Lafesta,2011 -,Petrol -,Automatic,"KSh880,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh880,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh880,000"
Nissan Tiida Hatchback,2011 -,Petrol -,Automatic,"KSh880,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh890,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh890,000"
Honda Civic Hybrid,2010 -,Petrol -,Automatic,"KSh890,000"
Nissan X-Trail 2.0 dCi,2010 -,Petrol -,Automatic,"KSh890,000"
Toyota Crown,2006 -,Petrol -,Automatic,"KSh895,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh899,000"
Honda Spike,2011 -,Petrol -,Automatic,"KSh9,000,000"
Toyota Land Cruiser Prado,2018 -,Petrol -,Automatic,"KSh9,000,000"
Toyota Land Cruiser Prado,2018 -,Petrol -,Automatic,"KSh9,000,000"
Toyota Land Cruiser Prado,2018 -,Diesel -,Automatic,"KSh9,500,000"
Toyota Hilux,1997 -,Diesel -,Manual,"KSh900,000"
Toyota Crown Royal 2.5,2006 -,Petrol -,Automatic,"KSh900,000"
Toyota Fielder,2009 -,Petrol -,Automatic,"KSh900,000"
Toyota Axio,2009 -,Petrol -,Automatic,"KSh900,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh900,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh900,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh900,000"
Mazda verisa,2013 -,Petrol -,Automatic,"KSh900,000"
Toyota Succeed,2013 -,Petrol -,Automatic,"KSh900,000"
Honda Fit Automatic,2011 -,Petrol -,Automatic,"KSh900,000"
Honda Insight,2011 -,Hybrid -,Automatic,"KSh920,000"
Honda Insight,2011 -,Hybrid -,Automatic,"KSh920,000"
Toyota Premio,2007 -,Petrol -,Automatic,"KSh920,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh920,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh920,000"
Toyota Vitz 1.5 RS,2011 -,Petrol -,Automatic,"KSh920,000"
Toyota Allion 1.8,2008 -,Petrol -,Automatic,"KSh930,000"
Toyota Fielder,2009 -,Petrol -,Automatic,"KSh930,000"
Toyota Axio,2010 -,Petrol -,Automatic,"KSh930,000"
Toyota Axio,2010 -,Petrol -,Automatic,"KSh930,000"
Toyota Sienta,2010 -,Petrol -,Automatic,"KSh930,000"
Toyota Belta,2011 -,Petrol -,Automatic,"KSh930,000"
Toyota Sienta,2011 -,Petrol -,Automatic,"KSh930,000"
Toyota Premio,2008 -,Petrol -,Automatic,"KSh930,000"
Toyota Ractis,2012 -,Petrol -,Automatic,"KSh930,000"
Toyota Sienta,2011 -,Petrol -,Automatic,"KSh940,000"
Nissan Patrol,1999 -,Diesel -,Manual,"KSh950,000"
Honda Insight,2011 -,Hybrid -,Automatic,"KSh950,000"
Toyota Harrier,2002 -,Petrol -,Automatic,"KSh950,000"
Toyota Crown Royal 2.5,2007 -,Petrol -,Automatic,"KSh950,000"
Nissan Bluebird,2010 -,Petrol -,Automatic,"KSh950,000"
Volkswagen Polo,2010 -,Petrol -,Automatic,"KSh950,000"
Volkswagen Golf 2.0 TSI,2010 -,Petrol -,Automatic,"KSh950,000"
Toyota Raum,2010 -,Petrol -,Automatic,"KSh950,000"
Toyota Sienta,2010 -,Petrol -,Automatic,"KSh950,000"
Toyota Ractis,2010 -,Petrol -,Automatic,"KSh950,000"
Toyota Succeed,2011 -,Petrol -,Automatic,"KSh950,000"
Mazda Premacy,2011 -,Petrol -,Automatic,"KSh950,000"
Subaru Trezia,2011 -,Petrol -,Automatic,"KSh950,000"
Honda Fit Automatic,2011 -,Petrol -,Automatic,"KSh950,000"
Honda Freed,2011 -,Petrol -,Automatic,"KSh950,000"
Toyota Sienta,2011 -,Petrol -,Automatic,"KSh950,000"
Toyota Succeed,2013 -,Petrol -,Automatic,"KSh950,000"
Subaru Impreza 2.5 STi WRX,2006 -,Petrol -,Manual,"KSh950,000"
Toyota Succeed,2011 -,Petrol -,Manual,"KSh950,000"
Toyota Succeed,2012 -,Petrol -,Manual,"KSh950,000"
BMW 320i,2008 -,Petrol -,Automatic,"KSh950,000"
Honda Insight 1.0 VTEC,2011 -,Petrol -,Automatic,"KSh950,000"
Mercedes-Benz E320,2006 -,Diesel -,Automatic,"KSh960,000"
Toyota Allion,2009 -,Petrol -,Automatic,"KSh970,000"
Honda Insight 1.3,2011 -,Petrol -,Automatic,"KSh970,000"
Toyota Ractis,2011 -,Petrol -,Automatic,"KSh970,000"
Honda Insight,2011 -,Petrol -,Automatic,"KSh970,000"
Toyota Sienta,2011 -,Petrol -,Automatic,"KSh975,000"
Honda Insight 1.3,2011 -,Hybrid -,Automatic,"KSh980,000"
Toyota Premio,2009 -,Petrol -,Automatic,"KSh980,000"
Toyota Premio,2009 -,Petrol -,Automatic,"KSh980,000"
Toyota Fielder,2009 -,Petrol -,Automatic,"KSh980,000"
Toyota Allion 1.8,2009 -,Petrol -,Automatic,"KSh980,000"
Toyota Passo Sette,2010 -,Petrol -,Automatic,"KSh980,000"
Toyota Fielder,2010 -,Petrol -,Automatic,"KSh980,000"
Nissan Tiida,2010 -,Petrol -,Automatic,"KSh980,000"
Nissan Tiida Hatchback,2010 -,Petrol -,Automatic,"KSh980,000"
Nissan Bluebird,2011 -,Petrol -,Automatic,"KSh980,000"
Honda Airwave,2011 -,Petrol -,Automatic,"KSh980,000"
Toyota Vitz 1.3 U,2011 -,Petrol -,Automatic,"KSh980,000"
Honda Insight,2011 -,Petrol -,Automatic,"KSh985,000"
Nissan Dualis,2007 -,Petrol -,Automatic,"KSh985,000"
Honda Insight Hybrid,2011 -,Petrol -,Automatic,"KSh990,000"
Honda Insight 1.3,2011 -,Petrol -,Automatic,"KSh995,000"
